Johannes Bedellus,-1
Narcissus Magister,-1
"Alfei, Bartolomeo",-1
"Pandolfo Pandolfini, Roberto de",-1
"Purowsky von Aylemberk, Wock",-1
Johannes de Eglofftem,-1
"Marrasius, Johannes",-1
Bernardus Magdunensis,-1
"Gosia, Ugolino",-1
Pantaleon Constantinopolitanus,-1
"Selder, Henricus",-1
"Loneti, Theobaldus",-1
Johannes de Trecis,-1
Abu Muhammad Abdallah ibn Abu Zayd al-Faqih ibn Hareth ibn Marwan,-1
Abd Al-Khaliq Ibn Abi-l Qasim Al-Misri,-1
Sigmund von Hardegg,-1
"Huesrev, Molla",-1
"Picaud, Aimery‏",-1
"Heuss, Johann Michael",-1
Hildemarus Corbiensis,-1
"Rainssant, Sebastien",-1
"Stephen, Count of Blois",-1
Gaudefredus de Meldis,-1
"Akbar atelier, Lahore",-1
"Vanocci, Alessandro",-1
"Bening, Alexander and Simon, workshop, style",-1
"Alexander Master, circle",-1
"Altichiero da Verona, style",-1
Anciau de Cens,-1
"Beauneveu, Andre, school",-1
"Mantegna, Andrea, style",-1
"Durante, Angelo",-1
"Master of the Ango Hours, workshop",-1
Anthoinette de Puyolz,-1
"Antoine de Bourgogne, style",-1
"Verard, Antoine, workshop",-1
"Antonio di Niccolo di Lorenzo, style",-1
Antonis Utenbroec,-1
Apollonio da Calvisano,-1
Arak'el Geghamets of Siwnik,-1
Arakel of Gegham,-1
"Pichore, Jean, workshop",-1
"Buondelnonti, Christoforo",-1
"Bedford Master, associate",-1
"Colombe, Jean, associates",-1
"Lucon Master, associates",-1
Assumption Master of Beatrix van Assendelft's Breviary,-1
"Bedford Master, atelier",-1
"Bourdichon, Jean, atelier",-1
"Horenbout, Gerard, atelier",-1
"Pucelle, Jean, atelier",-1
"Master of the Rohan Hours, atelier",-1
"Attavanti, Attavante, workshop",-1
"Attavanti, Attavante, style",-1
"Aurifaber Atelier, style",-1
"Sancho, Ausias",-1
Bari Atelier,-1
"Bari Atelier, style",-1
"Barlow Psalter, artist",-1
Bartholomaeus de Grimis de Saxonia,-1
Bartholomeo de Tragurio,-1
Bartholomeo di Boniforte de Vimercate,-1
"Sanvito, Bartolomeo, style",-1
Polidoro di Bartolomeo da Foligno,-1
"Varnucci, Bartolomeo d'Antonio di Luca di Jacopo, workshop",-1
Bartolomeo di Domenico di Guido,-1
Bartolomeo Lorenzo da Fighine,-1
"Varnucci, Bartolomeo d'Antonio di Luca di Jacopo",-1
"Limbourg Brothers, style",-1
Bassiani de Uillanis,-1
Battista Niccolo Padova,-1
"Master of the Beaufort Saints, group",-1
"Bedford Master, circle",-1
"Bedford Master, style",-1
"Bedford Master, workshop",-1
"Behaim, Laurentius",-1
"Bordon, Benedetto, workshop",-1
"Bordon, Benedetto, style",-1
Benito Ruiz de la Zarza,-1
Bernadino Spina da Perugia,-1
"Martorell, Bernat, the Younger",-1
"Bible of Matthis Eberler, workshop",-1
"Blanche Atelier, style",-1
"Schorff, Michel",-1
"Boccardino Vecchio, style",-1
"Boethius Master, workshop",-1
"Boucicaut Master, circle",-1
"Boucicaut Master, style",-1
"Bourdichon, Jean, circle",-1
"Bourdichon, Jean, school",-1
Bruges Master of 1482,-1
Bruges Master of 1483,-1
Bruges Master of 1484,-1
Bruges Master of 1485,-1
Bruges Master of 1486,-1
Bruges Master of 1487,-1
Bruges Master of 1488,-1
Bruges Master of 1489,-1
Bruges Master of 1490,-1
Master of the Brussels Initials,-1
"Piazza da Lodi, Calisto della",-1
"Canani and Guidi, styles",-1
"Zelotti, Cavalliero",-1
Guillaume Lambert Atelier,-1
"Master of the Oxford Hours, style",-1
"Cholet Group, style",-1
"Cima da Conegliano, Giovanni Battista, follower",-1
"Master of Charles V, circle",-1
"Master of the Coronation of Charles V, circle",-1
"Master of Spencer 6, circle",-1
"Master of Jean Charpentier, circle",-1
"Master of Mary of Burgundy, circle",-1
"Master of the Boston City of God, circle",-1
"Master of Francois de Rohan, circle",-1
"Master of Ghent, circle",-1
"Master of Jean Rolin II, circle",-1
"Master of the Prayerbooks of ca.1500, circle",-1
"Coene, Jean, II, follower",-1
"Tommaso da Modena, circle",-1
Master of Walters 281,-1
"Remiet, Pierre, circle",-1
"Master de Moulins, style",-1
"Coene, Jacques, descendant",-1
"Coetivy Master, circle",-1
"Coetivy Master, workshop",-1
"Rapicano, Cola",-1
"Rapicano, Cola, style",-1
"Francesco di Antonio del Chierico, workshop",-1
"Collault, Etienne",-1
"Compardel, Etienne",-1
"Majorana, Cristoforo",-1
"Cortese, Cristoforo, style",-1
"Cortese, Cristoforo, workshop",-1
"Predis, Cristoforo de, workshop",-1
"Predis, Cristoforo de, follower",-1
"Predis, Cristoforo de, style",-1
"Majorana, Cristoforo, style",-1
"Orimina, Cristoforo, workshop",-1
"Gherardo & Monte di Giovanni del Fora, workshop",-1
"Lauber, Diebolt, workshop",-1
Masters of Dirc van Delf,-1
Doheny Master,-1
Dom Loupvent,-1
"Dominican Group, style",-1
"Dominican Painter, workshop",-1
"Dominican Painter, style",-1
"Master of the Dresden Prayerbook, workshop",-1
"Dumontier, school",-1
Dunois Master,-1
"Dunois Master, style",-1
"Colombe, Jean, style",-1
"Egerton Master, follower",-1
"Egerton Master, style",-1
Master of the Epitre d'Othea,-1
Evard d'Espingues,-1
"Fastolf Master, style",-1
"Firmian Group, style",-1
Firmian Master,-1
"Master of Walters 290, follower",-1
"Bourdichon, Jean, follower",-1
"Pichore, Jean, follower",-1
"Master of the Bruges Lepers' Missal, follower",-1
"Master of James IV of Scotland, follower",-1
"Boucicaut Master, follower",-1
"Coetivy Master  (Henri de Vulcop?), follower",-1
"Fouquet, Jean, follower",-1
"Francesco di Antonio del Chierico, follower",-1
"Colombe, Jean, follower",-1
"Lucon Master, follower",-1
"Maitre Francois, follower",-1
"Master of Charles V, follower",-1
"Master of Edward IV, follower",-1
"Master of the Privileges of Ghent and Flanders, follower",-1
"Master of Guillebert de Mets, follower",-1
"Pucelle, Jean, follower",-1
"Bening, Simon, follower",-1
"Talbot Master, follower",-1
"Coetivy Master, followers",-1
"Master of Petrarch's Triumphs, followers",-1
"Boucicaut Master, followers",-1
"Master of the Geneva Latini, followers",-1
"Poyet, Jean, follower",-1
"Maitre Francois, followers",-1
"Master of the Burgundian Prelates, followers",-1
"Master of the Rohan Hours, follower",-1
"Fouquet, Jean, circle",-1
"Pietro da Pavia, style",-1
"Francesco di Antonio del Chierico, circle",-1
"Francesco di Antonio del Chierico, style",-1
"Francesco di Antonio del Chierico, school",-1
"Gautier Lebaube Atelier, style",-1
Master of the Geneva Boccaccio,-1
"Tory, Geoffroy, workshop",-1
"Tory, Geoffroy, style",-1
"Beck, Georgius, workshop",-1
"David, Gerard, style",-1
"Horenbout, Gerard, workshop",-1
"Marebout, Gerard",-1
"Hanebout, Gerhard",-1
"Gherardo di Giovanni del Fora, style",-1
"Ghirlandaio, style",-1
Ghiyas Al-Din Mozahheb Machhadi,-1
"Master of Guillebert de Mets, group",-1
"Gioacchino di Gigantibus de Rottenburg, style",-1
"Giotto, contemporary",-1
"Giotto, circle",-1
"Giovanni da Gaibana, workshop",-1
"Varnucci, Giovanni d'Antonio di Luca di Jacopo",-1
"Giovanni di Giuliano Boccardi, workshop",-1
"Faletti, Giovanni Martino",-1
"Giraldi, Guglielmo, workshop",-1
Gold Scrolls Group,-1
"Gold Scrolls Group, style",-1
"Gold Scrolls Group, workshop",-1
"Benincasa, Gratiosus",-1
Gratiosus de Benincasa,-1
"Master of the David Scenes in the Grimani Breviary, workshop, style",-1
"Giraldi, Guglielmo, style",-1
"Master of Guillebert de Mets, style",-1
"Memling, Hans,  style",-1
Henri d'Orquevaulx,-1
"Herald of the Court of Philip, Archduke of Austria",-1
"Scheerre, Herman, workshop",-1
"Scheerre, Herman, workshop, style",-1
"Scheerre, Herman, follower",-1
"Scheerre, Herman, style",-1
"Master B.F., style",-1
"Honore, Master, workshop",-1
Hoo Master,-1
"Hours of Queen Isabel of Bavaria, workshop",-1
"Hugoniet, Guillaume",-1
Hungarian Master (Leggenfario Angiono),-1
Ignatius de Mediolano,-1
"Scheerre, Herman",-1
"Salmi, Mario, style",-1
Ingeborg Psalter Atelier,-1
"Ingeborg Psalter Atelier, style",-1
"Kraus, Jacob, style",-1
"Teneyken, Jacob, follower",-1
Jacopo da Reggio,-1
Jacopo da Balsemo,-1
"Henguere, Jacqueline",-1
"Jacquemart de Hesdin, workshop",-1
"Jacquemart de Hesdin, follower",-1
"Jacquemart de Hesdin, style",-1
"Master of Jacques de Besancon, style",-1
"Master of Jacques de Besancon, circle",-1
"Master of Jacques de Besancon, workshop",-1
Jacques de Moelles,-1
Jacques de Montlucon,-1
"Dossaiga, Jaime",-1
"Jan van Eyck, style",-1
"Bondol, Jean, workshop",-1
"Bourdichon, Jean, style",-1
"Bourdichon, Jean, workshop",-1
"Colombe, Jean, atelier",-1
"Colombe, Jean, workshop",-1
"Coene, Jean",-1
Jean de Nizieres,-1
"Teye, John de",-1
"Fouquet, Jean, son",-1
"Fouquet, Jean, school",-1
"Galloper, Jean",-1
"Hennecart, Jean",-1
"Jean Le Noir, circle",-1
"Pichore, Jean, circle",-1
"Poyet, Jean, circle",-1
"Poyet, Jean, workshop",-1
"Pucelle, Jean, workshop",-1
"Pucelle, Jean, circle",-1
"Le Tavernier, Jean, style",-1
Gioacchino di Gigantibus de Rottenburg,-1
Joannes Maria Vicus Veneto,-1
Johannes Grusch Atelier,-1
"Johannes Grusch Atelier, style",-1
Johannes Guilebert,-1
Johannes Peckflacher,-1
"Johannes Van Deventer, style",-1
"Johannes Von Valkenburg, style",-1
Johannete de Ravenelle,-1
Jouvenel des Ursins Group,-1
"Master of Jouvenel des Ursins, circle",-1
"Master of Jouvenel des Ursins, follower",-1
"Master of Jouvenel des Ursins, style",-1
Khadir Bin Yusuf Al-Azhari,-1
Konrad von Tiergarten,-1
"Master of the Vie de Saint Denis, workshop",-1
Leber Group,-1
Master of the Maximilian Schoolbooks,-1
Leiden-Liverpool Master,-1
"Bellini, Leonardo, style",-1
Leonardo Filius Saraeni de Sancto Johanne Civis VI,-1
Leonardo Rapicano,-1
"Hamerl, Leonhard",-1
Leonhards de Kempnaten,-1
"Halphan, Levi",-1
Lievenhague Museum Van,-1
Limbourg Brothers,-1
"Corbizzi, Litti",-1
Lodovicus de Malatinis,-1
Lorenzo de Attavante,-1
"Ledreux, Louis",-1
"Loyset Liedet, follower",-1
"Loyset Liedet, circle",-1
"Loyset Liedet, style",-1
"Loyset Liedet, style & Mas",-1
"Loyset Liedet, workshop",-1
"Callaveris, Luca",-1
Luca d'Antonio da Fiesole,-1
"Kilian, Lucan",-1
Lucas de Suissicz,-1
Luce de Dyano,-1
"Lucon Master, workshop",-1
"Lucon Master, style",-1
Ludovico da Taggia,-1
Ludovico de Gaci,-1
Ludovicus Angelus de Auximo,-1
Luigi di Ghinozzo de Pazzi,-1
Paciano Master,-1
Master of  Sant'Alessio,-1
"Alexander Master, workshop",-1
Master Niccolò,-1
Mahmud Muzahhib,-1
"Master of the Boqueteaux, workshop (3 artists)",-1
Master of the Prelats Bourguignons,-1
"Master of Petrarch's Triumphs, workshop",-1
Master of the Remede de Fortune,-1
"Master of the Roman de Fauvel, style",-1
"Maitre Francois, workshop, style",-1
"Maitre Francois, workshop",-1
"Maitre Francois, chief assistant",-1
"Francesco di Antonio del Chierico, manner",-1
Marco de Vicenza,-1
"Avogaro, Marco di Giovanni dell'",-1
Maria de Vila d'Este,-1
"Mariano del Buono di Jacopo, workshop",-1
"Mariano del Buono di Jacopo, style",-1
Marsilio of Bologna,-1
Martinus de Conoijad,-1
Martinus de Rechis,-1
Martiros of Khizan,-1
Master of Otto van Moerdrecht,-1
Master of the Adair Hours,-1
Master of Anne of Brittany,-1
Master of Beatrix van Assendelft's Life of Christ,-1
Master of Bertran de Beauvau,-1
Master of the Manfred Bible,-1
Master of the Boethius of Montpellier,-1
Master of the Brno Speculum,-1
Bruges Master of 1492,-1
Master of Burgundy (Attr),-1
Master of the Chants Royaux Du Puy de Rouen (Henri Lauer?),-1
Master Chretienne de France,-1
"Le Tavernier, Jean, circle",-1
Master of the Codex Rotundus,-1
Master Decameron of Humphrey,-1
Dreux Bude Master,-1
Master Du Michault de Guyot Le Peley,-1
Master Etienne Sauderat,-1
Master of the Fagel Missal,-1
Master of Fernando de Lucena,-1
"Maitre Francois, style",-1
Master from North Holland,-1
Master Gospels St Goery,-1
Master of the Guelders-Bourbon Prayerbook,-1
Master Holkam Livy,-1
"Honore, Master, atelier",-1
"Master of Jannecke Bollengier, style",-1
Master of Jean de Foix,-1
Master of the Life of St. Denis,-1
Master Manderscheid Hours,-1
"Master of Mary of Burgundy, workshop",-1
Master of Abbey 6753,-1
"Master of Adelaide of Savoy, workshop",-1
Master of Benigne Serre,-1
Master of Bessarion,-1
Master of Bnf Latin 1328,-1
"Master of the Boqueteaux, style",-1
Master of Brussels 10990,-1
Master of Buchanan E.5,-1
"Master of Catherine of Cleves, style",-1
Master of Christophe de Champagne,-1
"Master of Claude, Queen of France, workshop",-1
"Master of Claude, Queen of France",-1
Master of Clement VII,-1
"Masters of Dirc van Delf, style",-1
"Master of Edward IV, style",-1
"Master of Edward IV, workshop",-1
"Master of Charles V, workshop",-1
Master of Francois de Dinteville,-1
Master of Francoise de Dinan,-1
Master of Gijsbrecht van Brederode,-1
"Master of Guillaume Lambert, style",-1
Master of Hugo Janszoon van Woerden,-1
"Master of Hugo Janszoon van Woerden, circle",-1
"Master of Hugo Janszoon van Woerden, follower",-1
Master of Ippolita D'este,-1
Master of Jacques d'Armagnac,-1
"Master of James IV of Scotland, style",-1
Master of Jannecke Bollengier,-1
"Master of Jean Charpentier, style",-1
Master of Jean de Bilheres,-1
Master of Jean de Mandeville,-1
"Master of Jean Rolin II, workshop",-1
"Master of Jean Rolin II, style",-1
"Master of King Rene, follower",-1
Master of Kormocbanya,-1
"Master of Margaret of York, style",-1
Master of Margriet Uitenham,-1
"Master of Margriet Uitenham, workshop",-1
Master of Marguerite de Foix,-1
Master of Marguerite de Willerval,-1
Master of Marienwater,-1
Master of Martainville 183,-1
Master of Martin of Aragon's Breviary,-1
"Master of Mary of Burgundy, style",-1
Master of Mary of Guelders,-1
"Master of Mary of Guelders, circle",-1
Master of Morgan 12,-1
Master of Morgan 8,-1
"Master of Morgan 85, style",-1
Master of Nicholas Brouwer,-1
Master of Nicolas von Firmian,-1
"Master of Petrarch's Triumphs, style",-1
Master of Pommersfelden,-1
"Master of Queen Mary's Psalter, style",-1
Master of Raphael of Mercatellis,-1
"Master of Rene II, follower",-1
"Master of Rene II, style",-1
Master of Robert Gaguin,-1
Master of Saint Goery,-1
"Master of Sir George Talbot, style",-1
"Master of Stefano da Zevio, circle",-1
Master of the Alarmes de Mars,-1
"Master of the Ango Hours, circle",-1
"Master of the Ango Hours, style",-1
"Master of the Beady Eyes, style",-1
"Master of the Beaufort Saints, circle",-1
"Master of the Beaufort Saints, style",-1
"Master of the Berry Apocalypse, follower",-1
Master of the Bradley Pontifical,-1
Master of the Burgundian Prelates,-1
"Master of the Burgundian Prelates, follower",-1
"Master of the Burgundian Prelates, style",-1
Master of the Cardinal of Bourbon,-1
Master of the Beinecke Hours,-1
Master of the Chants Royaux Du Puy de Rouen,-1
"Master of the Cite Des Dames, workshop",-1
"Master of the Coronation of the Virgin, style",-1
"Master of the Coronation of the Virgin, workshop",-1
Master of the Dark Eyes,-1
"Master of the Dark Eyes, workshop",-1
Master of the de Grey Horae,-1
"Master of the Dresden Prayerbook, style",-1
Master of the Dunois Hours,-1
Master of the Entrees of Claude of France,-1
Master of the Franciscan Breviary,-1
"Master of the Franciscan Breviary, style",-1
"Master of the Geneva Latini, workshop, style",-1
"Master of the Geneva Latini, circle",-1
"Master of the Geneva Latini, style",-1
"Master of the Geneva Latini, workshop",-1
"Master of the Gold Rinceau, style",-1
"Master of the Grisaille Miniatures, style",-1
Master of the Hamilton Xenophon,-1
"Master of the Harvard Hannibal, workshop",-1
"Master of the Horloge de Sapience, style",-1
Master of the Hours of Folpard van Amerongen,-1
"Master of Marguerite d'Orleans, workshop",-1
Master of the Hours of Marguerite de Rohan,-1
"Master of the Saluces Hours, circle",-1
Master of the Humilities,-1
"Master of the Lacy Initials, style",-1
Master of the Lallement Boethius,-1
Master of the Livre du Sacre,-1
Master of the Llangatock Hours,-1
Master of the London Jason,-1
Master of the Modena Book of Hours,-1
Master of the Montfort Prayerbooks,-1
"Master of the Munich Golden Legend, follower",-1
"Master of the Munich Golden Legend, late style",-1
"Master of the Munich Golden Legend, style",-1
Master of the Murri Missal,-1
Master of the Narrow Eyes,-1
Master of the Officia Salomonis,-1
Master of the OldeXXX,-1
Master of the Petrarch O,-1
"Master of the Popincourt Hours, style",-1
Master of the Prayerbooks of ca.1500,-1
"Master of the Prayerbooks of ca.1500, style",-1
Master of the Prince de Piemont,-1
"Master of the Putti, style",-1
Master of the Quinte-Curce,-1
Master of the Riccardina Lactantius,-1
"Master of the Saluces Hours, workshop",-1
"Master of the Saluces Hours, follower",-1
Master of the Sassetti Thucydides,-1
Master of the St. Albans Chronicle,-1
Master of the Tournai Golden Legend,-1
Master of the Vasque de Lucene,-1
Master of the Vienna Chronicle of England,-1
"Master of the Vienna Chronicle of England, style",-1
Master of the Virgil of Holkham Hall,-1
"Master of the Vitae Imperatorum, follower",-1
"Master of the Vitae Imperatorum, style",-1
Master of the Votive Missal of Johann von Oberalta,-1
Master of the Wodhull-Harberton Hours,-1
"Masters of the Zwolle Bible, workshop",-1
Master of Walters 222,-1
Master of Walters 269,-1
Master of Wavrin,-1
Master of Yolande van Lalaing,-1
"Master of Zweder van Culemborg, style",-1
Master of the Flowers,-1
Master of the Salisbury Breviary,-1
Master of the Troyes Missal,-1
Master Vigneteur Attitre,-1
Master of Zweder van Culemborg,-1
Masters of the Delft Half-Length Figures,-1
"Masters of the Zwolle Bible, style",-1
"Master of Zweder van Culemborg, workshop",-1
Matheo de Chiara,-1
Matheus de Ranariis,-1
"Matheus Eps Tiropolitanus S. Laurentii de Verona,",-1
"Mathurin Atelier, style",-1
Mathurin Atelier,-1
Matriq Pcamur,-1
"Felice, Matteo, workshop",-1
"Hartungi, Matthew",-1
"Rem, Matthias",-1
"Melchior Broederlam, workshop",-1
Meliacin Master,-1
Mendoza Master,-1
"Patten, Mercurius",-1
Mgr. Drig,-1
Mgr. Grzimala,-1
Michael de Ruszoycze,-1
Michahel Suter de Wurtzen,-1
Michele di Pietro Bucherelli,-1
Michele Gherarducci,-1
"Milemete, workshop",-1
"Master E.S., style, miniatures",-1
"Turkoman style, miniatures",-1
Miniaturist employed by the Duke of Berry,-1
Miniaturists of the University of Paris,-1
Minor Antonius Johannis of Montis S. Petri,-1
Mir Zayn Al-'Abidin,-1
Mir-Muhammad Husayn Bakharzi Or Al-Husayni,-1
Modena Estense Ms115,-1
Monastery in Diocese of Liege,-1
Monkey Master,-1
Monks Monastery St Magnulf,-1
More Than One Artist,-1
Mostly Autograph,-1
Muhamad Musa Al-Mudhahghab,-1
Muhammad Al-Gharaqi,-1
Muhammad Al-Husain Al-Samaeqandi,-1
Muhammad Amuqim Al-Bukhari,-1
Muhammad B. Mubadir,-1
"Muhammad B. Muhammad B. Baha-I Al-Din Al-Ansari, S",-1
Muhammad Husain Al-Kashmiri Zarin Qalam,-1
Muhammad Taqi Khatunabad,-1
Mu'inaddin Yazdi,-1
Mu'izz-Ad-Din Muhammad Al-Husayin,-1
Murshid Al-Katib,-1
Mustaf Al-Fasi,-1
Neri di Filippo di Cini de Rinuccini,-1
"Nerio, style",-1
"Niccolo di Giacomo da Bologna, school",-1
"Niccolo di Giacomo da Bologna, style",-1
"Niccolo di Giacomo da Bologna, workshop",-1
Niccolo di Ser Sozzo (Attr),-1
Niccolo Polani,-1
"Nicholas Forget, workshop",-1
"Fouquet, Nicolas, son",-1
"Rabinico, Nicolas",-1
"Altsmer, Nicolaus",-1
Nicolaus de Angos,-1
Nicolaus de Grabostov,-1
Nicolaus de Grabostow,-1
Nicolaus de Medzyrzecz,-1
Nicolaus de Rube,-1
Nicolaus de Rubeis de Alexandria,-1
Nicolaus de Ternaua,-1
"Peczko, Nicolaus",-1
"Bertschi, Nikolaus",-1
"Glockendon, Nikolaus, workshop",-1
Nikolaus of Brunn,-1
"Norman, Flemish Or French Art",-1
October Master,-1
Oderisi da Gubbio,-1
"Oderisi da Gubbio, workshop",-1
Oliveton Master (Girolamo di Milano),-1
"Master of Otto van Moerdrecht, style",-1
Painter Hours of Adolph of Cleves,-1
Painter of Etienne Sauderat,-1
"Master of the Parement de Narbonne, workshop, style",-1
"Bordone, Paris (Venetian)",-1
"Master of the Paris Entries, workshop",-1
Parisian Atelier of 1520,-1
"Paris, school, style",-1
Paulus Wladymirus,-1
"Pellegrino di Mariano, circle",-1
"Pellegrino di Mariano, workshop",-1
"Peronet Lamy, and his school",-1
Peter Luchter,-1
Petrucius de Cancello,-1
"Petrus Christus, style",-1
Petrus de Johanne Bapt,-1
Petrus de Johanne Baptista,-1
Petrus de Wijlre,-1
Petrus del Casta,-1
"Petrus Gilberti,Bedford Group",-1
Petrus Landesberg,-1
Petrus Nerius Florentinus,-1
"Picardy, workshop",-1
Piero Jachomo di Maestro Antonio di Michele di Cha,-1
Placentius Master,-1
Popincourt Master,-1
Portuguese Native,-1
Possibly By Jehan de Nisiere,-1
Pre-Bedford workshop,-1
Probably Flemish Artist,-1
"Qazwin, provincial, style",-1
"Pseudo-Jacquemart, style",-1
"Ghirlandaio, pupil",-1
Putti Master or follower,-1
Ricardus Car.,-1
"Ricciardo di Nanni, Ser",-1
Richard de Montbaston,-1
"Richard de Verdun, workshop",-1
Richenbach in Geislingen (Binding),-1
"Robert Boyvin, style",-1
Robert Testard,-1
Roberto d'Oderisio (Attr),-1
"Robinet Testard, atelier",-1
"Robinet Testard, follower",-1
"Rogier van der Weyden, pupil",-1
"Rogier van der Weyden, style",-1
Master of the Rohan Hours,-1
"Master of the Rohan Hours, workshop, style",-1
Rooclooster Master,-1
"Rosenburg Master, workshop",-1
S Haguinet Le Pesquierc.,-1
S. M. Cath.,-1
"Sainte-Chapelle Main-Line Group, style",-1
Samson Master,-1
"Sargis Pitsak,St. Gregory",-1
Sarijs Master,-1
Sarum Master,-1
"Sarum Master, style",-1
Sawley Abbey,-1
Saxon style,-1
"Say Avush,Mihrab",-1
"Anthuenis de Gavere, school",-1
"Bourbonnais, school",-1
"Florence, Quattrocento, school",-1
"David, Gerard, school",-1
"Ghent-Bruges, school",-1
"Master of the Guise Hours, school",-1
"Colombe, Jean, school",-1
"Master of Jouvenel des Ursins, school",-1
"Maitre Francois, school",-1
"Master of the Dresden Prayerbook, school",-1
"Master of Burgundy, school",-1
"Oderisi da Gubbio, school",-1
"Bihzad, school",-1
"Bourges, school",-1
"Bourgogne, school",-1
"Clovio, Giulio, school",-1
"Tura, Cosimo, school",-1
"Lippi, Filippo, school",-1
"Pietro da Pavia, school",-1
"Giotto, school",-1
"Hubert van Eyck, school",-1
"Khurasan, school",-1
"Master of Adelaide of Savoy, school",-1
"Memling, Hans, school",-1
"Pucelle, Jean, school",-1
"Riza 'Abbasi, school",-1
"Coetivy Master, school",-1
"Titian, school",-1
"Jan van Eyck, school",-1
"Pichore, Jean, school",-1
"Sultan Muhammad, school",-1
"Van Dyck, school",-1
Scipione Cavalletto,-1
Second Master of Zweder van Culemborg,-1
Second Master Peterborough Psalter,-1
"Ricciardo di Nanni, Ser, style",-1
"Shah Tahmasp, school, style",-1
"Shah Tahmasp, school",-1
"Bening, Simon, and workshop",-1
"Bening, Simon, circle",-1
"Bening, Simon, workshop",-1
Simon Clüver,-1
Simon Marmion (Attr),-1
"Simon Marmion, circle",-1
"Simon Marmion, follower",-1
"Simon Marmion, workshop",-1
"Simon, Master of Distances",-1
"Smithson, Huntington",-1
Soissons Atelier,-1
Spanish Menses Family,-1
Spanish-Arabian style,-1
"Spierinck, style",-1
St Chapelle Mainline Group,-1
Stanislos of Mogila,-1
Steffano Messanae,-1
"Lochner, Stefan, style",-1
"Stephanus de Laulne, or (According To Douce) Le Pe",-1
Stephanus de Rupe,-1
Stephanus Rosinus,-1
Stine Dutmers,-1
Studio Paul de Limbourg,-1
Studio Remois,-1
"Master of Anne of Brittany, style",-1
"Gozzoli, Benozzo, style",-1
"Bordone, Paris, style",-1
"Master of the Brussels Initials, style",-1
"Tura, Cosimo, style",-1
"Cranach, Lucas, the elder, style",-1
"Master of the David Scenes in the Grimani Breviary, style (Ysenbrandt, Adrien?)",-1
"Master of the David Scenes in the Grimani Breviary, style",-1
"Jacobello del Fiore, style",-1
"Pichore, Jean, style",-1
"Pucelle, Jean, style",-1
"Alexander Master, style",-1
"Master of Cornelis Croesinck, style",-1
"Mizra 'Ali, style",-1
Sufi Foundation-Husam Al-Din Ibrahim,-1
Sultan Muhammad Khandan,-1
"Taddeo Crivelli, workshop",-1
Tadeo Miniatore,-1
Theo. Gaza,-1
Thomas Avenyng,-1
Thomas Buttler,-1
Thoros Roslin,-1
Tomasino da Vimercate,-1
"Touraine, school",-1
"Touraine, artist",-1
"Tours, artist",-1
"Troyes Master, follower",-1
"Troyes Master, style",-1
"Troyes Master, workshop",-1
"Troyes, school",-1
Tuscan artist,-1
Ushaw Group,-1
Vanni di Baldolo,-1
"Venturella di Pietro, style",-1
Venturella di Pietro,-1
"Vespasiano da Bisticci, workshop",-1
Vie de St. Denis Workshop,-1
"Vienna Moralized Bible, workshop",-1
"Vienna Moralized Bible, workshop, style",-1
Virgil Solis (woodcuts),-1
Von Meshen,-1
"Vrelant, Willem, circle",-1
"Vrelant, Willem, follower",-1
"Vrelant, Willem, workshop",-1
"Vrelant, Willem, workshop, style",-1
William Nerle,-1
William of Devon Group,-1
"Wissbier, Johannes",-1
Wolf Behaims (Nachtrag),-1
Wolfgang the Organist,-1
Zanobi Bartolini,-1
"Zavattari, school",-1
Zayd Ibn Al-Husaynal Qasim,-1
"Marmitta, Francesco, style",-1
"Jacopo da Reggio, collaborators",-1
Master of the Hungarian Angevin Legendary,-1
Workshop of 1418,-1
Muriolo de Salerno,-1
"Costa, Lorenzo di Ottavio",-1
"Fouquet, Jean, atelier",-1
"Zavattari, Franceschino",-1
"Pacino di Bonaguida, workshop",-1
"Coetivy Master, follower",-1
"Bedford Master, follower",-1
"Master of Guillebert de Mets, circle of",-1
"Talbot Master, follower of",-1
"Coetivy Master, follower (Henri de Vulcop?)",-1
"Master of Jean Rolin II, follower",-1
Master of Rene ll,-1
"Boucicaut Master, workshop",-1
"Master of Jouvenel des Ursins, workshop",-1
Jean de Montlucon,-1
Jacquelin de Montlucon,-1
"Perreal, Jean, follower",-1
"Poyet, Jean, late follower",-1
1520s  Hours Workshop,-1
"Bening, Simon, style",-1
"Hueber, Chundradus",-1
"Master of the Burgundian Prelates, circle",-1
Master of the Collins Hours,-1
"Delisle, workshop",-1
Tickhill Psalter Group,-1
Master of Raoul d'Ailly,-1
"Villana, Eugenia",-1
Sadeler family,-1
"Delavne, Etienne",-1
"Felice, Matteo, style",-1
"Lazaro dal Piojo, Abraham",-1
Master of the Oxford Hours,-1
"Barili, Francesco",-1
"Albi, school",-1
"Bonetto, Friar Euchario, of Rieti",-1
Kesudharm Das,-1
"Tratz, Hermann",-1
"Hours de Fourbon Vendone, workshop",-1
Master of the Romuleon of the Musee de Cluny,-1
Master of the Boston City of God,-1
"Dymeone, Gabriel",-1
"Serbelloni, Gabriel, General",-1
"Monte di Giovanni del Fora, style",-1
"Memi, Kara",-1
"Safavi school, style",-1
"Riza 'Abbasi, school, style",-1
"Bukhara, school, style",-1
"Mer, J. van de",-1
"Boucicaut Master, atelier",-1
