http://sdbm.library.upenn.edu/names/23256,23256,Bellangier/Davenal
http://sdbm.library.upenn.edu/names/24344,24344,Buckham/Heywood
http://sdbm.library.upenn.edu/names/24625,24625,Capua (Altavilla/Zedler)
http://sdbm.library.upenn.edu/names/24984,24984,Champion/Welart
http://sdbm.library.upenn.edu/names/25051,25051,"Charles the Bold/ Charles II, Duke of Burgundy"
http://sdbm.library.upenn.edu/names/25052,25052,"Charles the Bold/ Charles II, Holy Roman Emperor"
http://sdbm.library.upenn.edu/names/25410,25410,Clermont-Ferrand Library/College
http://sdbm.library.upenn.edu/names/26251,26251,D'Armanac (Nemours/Lamarche)
http://sdbm.library.upenn.edu/names/26252,26252,D'armanac/Bourbon
http://sdbm.library.upenn.edu/names/26335,26335,D/Anguyen
http://sdbm.library.upenn.edu/names/27089,27089,De Montdesir/Lubersac
http://sdbm.library.upenn.edu/names/27165,27165,De Peretiers/De Justel
http://sdbm.library.upenn.edu/names/27181,27181,De Poitiers/Bourbon
http://sdbm.library.upenn.edu/names/27753,27753,Djb/Jf
http://sdbm.library.upenn.edu/names/27831,27831,Dominicans John/Paul-Venice
http://sdbm.library.upenn.edu/names/28327,28327,Emperor Maximilian/Mary Of Burgandy
http://sdbm.library.upenn.edu/names/30169,30169,Henry II/ Diane de Poitiers
http://sdbm.library.upenn.edu/names/31397,31397,La Valle (Charles-Gilbert/Morel-Vinde)
http://sdbm.library.upenn.edu/names/31583,31583,Lawrence/Williams College
http://sdbm.library.upenn.edu/names/31905,31905,Lichnowsky/Werdenberg
http://sdbm.library.upenn.edu/names/32058,32058,Lothian (Ker/ Blicking Hall)
http://sdbm.library.upenn.edu/names/32076,32076,Louis XII/Anne Brittany
http://sdbm.library.upenn.edu/names/32085,32085,Louis-Naples/Hungry
http://sdbm.library.upenn.edu/names/32121,32121,Lucas/Dingwall
http://sdbm.library.upenn.edu/names/32488,32488,Marin/Marini
http://sdbm.library.upenn.edu/names/32582,32582,Mary Of France/Suffolk
http://sdbm.library.upenn.edu/names/32811,32811,"Merseburg Archives, Saxony-Anhalt (Registry of Prince George V/ Petersburg Abbey)"
http://sdbm.library.upenn.edu/names/33774,33774,North/Gulidford
http://sdbm.library.upenn.edu/names/34330,34330,Perales/Vera
http://sdbm.library.upenn.edu/names/34457,34457,Philip Austria/Joan Aragon
http://sdbm.library.upenn.edu/names/34765,34765,Poyntz/Trelawny
http://sdbm.library.upenn.edu/names/34812,34812,Prince Lewon(Leoii/III
http://sdbm.library.upenn.edu/names/35262,35262,Rivington/Cochran
http://sdbm.library.upenn.edu/names/35603,35603,Saibanti/Canonici
http://sdbm.library.upenn.edu/names/36371,36371,Spencer (White Knights/Marlborough/Blandford)
http://sdbm.library.upenn.edu/names/36918,36918,"Techener, Joseph-Leon/ Jacques-Joseph"
http://sdbm.library.upenn.edu/names/37034,37034,Thomas-Scheler/Clavreuil
http://sdbm.library.upenn.edu/names/37844,37844,Vollmoeller/Sehmer
