id,name,viaf_id,comment,authors_count,artists_count,scribes_count,source_agents_count,sale_agents_count,provenance_count,is_artist,is_author,is_provenance_agent,is_scribe,reviewed,created_by,created_at,updated_by,updated_at
8730,Sotheby's Geneva,123623959,,0,0,0,2,10,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8729,Sotheby's Jerusalem,,,0,0,0,3,4,0,false,false,true,false,true,(none),"",(none),""
8728,Herzog,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8727,Falk,31996109,,0,0,0,1,2,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8726,Brand/Lowry,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8725,"Binstock, Mrs. Julian",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8724,Huize Medler,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8723,"Washington, DC, Smithsonian Institution, Dibner Library",136669788,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8722,Lubin,69214075,,1,0,0,2,1,0,false,true,true,false,true,(none),"",(none),"April 29, 2016 15:00"
8721,Auktionsverket (Stockholm),,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8720,Reeve,69155234,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8719,Tiffen King Nicholso,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8718,"Scheler, Clavreuil",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8717,"Gabus, PierreYves",,,0,0,0,9,19,0,false,false,true,false,true,(none),"",(none),""
8716,Phillips NY,100314583,,0,0,0,2,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8715,Lecomte,9985372,,0,0,0,3,8,4,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8714,Dean,110880758,,0,0,0,1,3,16,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8713,Malzieu,22367449,,0,0,0,7,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8712,"Tyler, John, Mr. and Mrs.",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8711,Straus,197746,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8710,O'connor,39396585,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8709,Scholz,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8708,State Library of Victoria,136010417,,0,0,0,1,0,40,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8707,State Library of South Australia,133443601,,0,0,0,1,0,6,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8706,State Library of New South Wales,261812663,,0,0,0,1,0,36,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8705,"St. Paschal's College, Box Hill, Victoria",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8704,"St Patrick's College, Manly",156017792,,0,0,0,1,0,4,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8703,New South Wales University Library,148381105,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8702,National Library of Australia,123787251,,0,0,0,1,0,16,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8701,National Gallery of Victoria,149601682,,0,0,0,1,0,10,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8700,"Geelong Church of England Grammar School, Corio",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8699,"Fisher Library, University of Sydney",125475520,,0,0,0,1,0,32,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8698,"Ballarat Fine Art Gallery, Victoria",168202241,,0,0,0,1,0,18,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8697,"Baillieu Library, Melbourne",129979711,,0,0,0,1,0,6,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8696,Australian National University,148378767,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8695,Australian National Gallery,155564597,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8694,Art Gallery of New South Wales,127414571,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8693,Adelaide Church of England Diocesan Library,,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8692,"Franciscan Center of Christian Oriental Studies, Muski, Cairo",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8691,"Franciscan Center of Christian Oriental Studies, M",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8690,"Zaragoza, Del Real Seminario de San Carlos",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8689,"Vitoria, Biblioteca del Seminario Conciliar",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8688,"Vich, Archivo Episcopal",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8687,"Valladolid, Biblioteca provincial y Universitaria",156059679,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8686,"Valencia, Biblioteca Universitaria",156556217,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8685,"Valencia, Biblioteca Municipal",128557992,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8684,"Valencia, Archivo de la Catedral",36811880,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8683,"Uncastillo, Archivo de la iglesia parroquial",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8682,"Tortosa, Archivo Capitular",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8681,"Toledo, Biblioteca del Cabildo",150079327,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8680,"Soria, Biblioteca Publica",263115201,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8679,"Siguenza, Archivo de la Catedral",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8678,"Seville, Biblioteca Universitaria",160937544,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8677,"Seville, Biblioteca Colombina",136560158,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8676,"Segovia, Archivo de la Catedral",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8675,"Salamanca, Biblioteca Universitaria",140299308,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8674,"Poblet, Biblioteca de la Abadia",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8673,"Perelada, Biblioteca del Palacio",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8672,"Pamplona, Archivo de la Catedral",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8671,"Palma de Mallorca, Biblioteca privada Del Campofranco",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8670,"Oviedo, Archivo de la Catedral",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8669,"Osma, Archivo Capitular",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8668,"Monserrat, Biblioteca de la Abadia",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8667,"Malaga, Biblioteca de la Casa de la Cultura",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8666,"Madrid, Real Academia de la Historia",157809696,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8665,"Madrid, Fundacion Lazaro Galdiano",132433169,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8664,"Madrid, Biblioteca de la Facultad de Filosofia Y Letras",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8663,"Madrid, Biblioteca de Palacio",137775249,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8662,"Madrid, Biblioteca Universitaria",77113781,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8661,"Madrid, Biblioteca Privada de Bartolome March, Fondo Duque De Gor",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8660,"Madrid, Biblioteca Particular de Antonio Rodriguez Monino",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8659,"Lerida, Archivo Capitular",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8658,"Leon, Archivo de la Catedral",54973517,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8657,"Granada, Biblioteca Universitaria",158945200,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8656,Escorial Library,122563904,,0,0,0,1,0,600,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8655,"Cordoba, Archivo de La Catedral",155973725,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8654,"Barcelona, Biblioteca Universitaria",168589368,,0,0,0,1,116,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8653,"Barcelona, Biblioteca Centra de La Disputacion",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8652,"Barcelona, Archivo de la Corona de Aragon, Fondo de San Cugat",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8651,"Barcelona, Archivo de la Corona de Aragon, Fondo de Ripoli",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8650,"Barcelona, Archivo Capitular",132607374,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8649,Gunther | Ferrini,,,0,0,0,4,18,0,false,false,true,false,true,(none),"",(none),""
8648,Zisska & Kistner,124980223,,0,0,0,45,190,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8647,"Thorpe, James",109615669,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8646,"Guerin, Courvoisier",,,0,0,0,35,6,0,false,false,true,false,true,(none),"",(none),""
8645,Pescheteteau-Badin,,,0,0,0,2,2,0,false,false,true,false,true,(none),"",(none),""
8644,Peck,109031056,,0,0,0,1,3,15,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8643,Oinonen,117350121,,0,0,0,6,7,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8642,"Spencer, Dr.",1922666,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8641,"Huglo, M. Michel",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8640,Englhard,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8639,Bodmer Library,124464320,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8638,Bonhams,153844067,,0,0,0,28,73,1,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8637,"Sassoon, David Solomon",37282851,,0,0,0,3,208,501,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8636,"Macerata, Biblioteca communale ""Mozzi-Borgetti""",,,0,0,0,3,0,0,false,false,true,false,true,(none),"",(none),""
8635,"Israel, Nico",8104540,,0,0,0,2,8,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8634,Hn-Usa,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8633,"Witten, Mr. and Mrs. Laurence",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8632,"Jones, Charles W.",110345463,,0,0,0,1,2,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8631,Marco Palma,22154602,,0,0,0,1,2,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8630,Feinberg,32175869,,0,0,0,2,1,8,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8629,"King, Patrick",80415521,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8628,Arts & Lettres,135715107,,0,0,0,8,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8627,Tenschert,124168498,,0,0,0,50,553,403,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8626,F. Dorling,159734360,,0,0,0,7,11,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8625,Sotheby's Monaco,153708679,,0,0,0,10,23,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8624,"Schaefer, Jorg",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8623,"Ludwig, Peter",34463780,,0,0,0,2,0,248,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8622,Ludwig,,,0,0,0,1,1,429,false,false,true,false,true,(none),"",(none),""
8621,"Huntington, Henry E.",57417080,,0,0,0,1,2,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8620,Rendells,144363604,,0,0,0,4,3,6,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8619,"Cook, James C.",158629700,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8618,Meaudre,71421478,,0,0,0,41,23,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8617,Medaudre,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8616,Oger et Dumont,143528322,,0,0,0,5,11,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8615,Ferriday,60320558,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8614,Colnaghi,154766517,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8613,Whitlock Farm,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8612,Christie's South Kensington,141433651,,0,0,0,27,118,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8611,Christie's NY,130726139,,0,0,0,93,278,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8610,Castaing,66602484,,0,0,0,3,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8609,"Leconte, Meaudre",,,0,0,0,6,1,0,false,false,true,false,true,(none),"",(none),""
8608,Valette,56742804,,0,0,0,7,6,58,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8607,Palais des Consuls|Philippe Fournier|Marcel Lecomte,,,0,0,0,1,5,0,false,false,true,false,true,(none),"",(none),""
8606,Damms Antikvariat,247905112,,0,0,0,1,4,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8605,Hassfurtther Vienna,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8604,Moorthamers,,,0,0,0,4,8,0,false,false,true,false,true,(none),"",(none),""
8603,Claude Guerin,7391050,,0,0,0,1,2,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8602,Laurin/Guilloux,,,0,0,0,9,16,0,false,false,true,false,true,(none),"",(none),""
8601,"Pearson, Norman Homles",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8600,"Osborn, James M.",22227147,,0,0,0,1,24,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8599,"Jones, Tessie",57420245,,0,0,0,1,1,6,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8598,Cremin,73972232,,0,0,0,3,3,4,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8597,Morgan,31996364,,0,0,0,4,3,120,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8596,Moorthwmers(Brussels),,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8595,Sotheby's Zurich,130489856,,0,0,0,2,55,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8594,Hartung & Faber,,,0,0,0,1,4,0,false,false,true,false,true,(none),"",(none),""
8593,Godeau Solanet Audap,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8592,Galantaris,51819985,,0,0,0,73,20,34,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8591,Sibenik,,,0,0,0,2,5,0,false,false,true,false,true,(none),"",(none),""
8590,Thomas. Alan G.,,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8589,"Crosby, Sumner McK.",94879926,,0,0,0,1,2,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8588,Renaud Paris,,,0,0,0,3,6,0,false,false,true,false,true,(none),"",(none),""
8587,"Rosenbloom, Charles J.",44086998,,0,0,0,1,2,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8586,Hartung,,,1,0,0,35,192,0,false,true,true,false,true,(none),"",(none),"April 29, 2016 15:00"
8585,Guerin | Castaing,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8584,"Goodyear, Frank H.",85946350,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8583,Delorme-Drouot,,,0,0,0,3,10,0,false,false,true,false,true,(none),"",(none),""
8582,Schieffelin,7468202,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8581,"Webster, Jerome Pierce",31002140,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8580,Mm. Chretien,,,0,0,0,7,3,0,false,false,true,false,true,(none),"",(none),""
8579,Leconte,64008239,,0,0,0,41,2,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8578,"Franklin, Colin and Charlotte",267525681,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8577,Edwin Engelberts,155218980,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8576,"Leconte, Labruhe",,,0,0,0,2,2,0,false,false,true,false,true,(none),"",(none),""
8575,Francois Ier,68559410,,0,0,0,8,15,32,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8574,Rodgers,113475079,,0,0,0,1,2,6,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8573,Reiss & Sohn,145725060,,0,0,0,58,327,60,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8572,Hartung & Karl,266176480,,0,0,0,75,274,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8571,Sotheby's NY,262632984,,0,0,0,57,462,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8570,"Pachella, Richard H.",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8569,"Crotty, Homer D",53196237,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8568,"Bissinger, Mrs. Paul",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8567,"Beufeld, Philip M.",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8566,"Graham, Mr. and Mrs. James",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8565,"Seymour, Charles, Jr.",66528039,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8564,University of Texas,141925602,,0,0,0,4,88,282,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8563,Helmut Tenner,152904566,,0,0,0,2,31,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8562,"Mes. Ader, Picard, Et Pescheteau (Hotel Drouot)",,,0,0,0,1,2,0,false,false,true,false,true,(none),"",(none),""
8561,"Taylor, Henry C.",32376168,,0,0,0,1,8,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8560,Rosenkilde & Bagger,123795965,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8559,"Miller, Creighton Sibley",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8558,"Larsen, L.",26726749,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8557,"Hague, James D.",73768974,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8556,"Gimbel, Richard, Mrs.",,,0,0,0,2,2,0,false,false,true,false,true,(none),"",(none),""
8555,Rheims/Laurin,,,0,0,0,2,11,0,false,false,true,false,true,(none),"",(none),""
8554,Bernd Schramm,29199762,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8553,Schafer,,,0,0,0,1,1,70,false,false,true,false,true,(none),"",(none),""
8552,Wolfgang Brandes,63187891,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8551,"Eluard Valette, Cecile",161120330,,0,0,0,4,10,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8550,"Hoffman, P. C.",92815665,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8549,"Dar-Es-Salam, Tanzania, University College",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8548,"The University of Pennsylvania, Rare Books & Manuscripts Library",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8547,"Thomas, Alan G.",285949861,,0,0,0,16,130,122,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8546,House of El Dieff,154820504,,0,0,0,4,7,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8545,"Mount Sinai, Saint Catherine Monastery",130374527,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8544,Breman,36932800,,0,0,0,2,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8543,Bassenge,93094091,,0,0,0,18,28,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8542,Notre Dame University,19805020,,0,0,0,4,2,78,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8541,Rossignol,20015962,,0,0,0,1,1,28,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8540,Sulaiman,,,0,0,0,2,10,20,false,false,true,false,true,(none),"",(none),""
8539,St. Peter Upon Cornhill,,,0,0,0,1,0,6,false,false,true,false,true,(none),"",(none),""
8538,St. Paul's Cathedral,123297227,,0,0,0,1,0,44,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8537,St. Dominic's Priory,,,0,0,0,1,0,12,false,false,true,false,true,(none),"",(none),""
8536,"Southwark, Roman Catholic Metropolitan See",,,0,0,0,2,0,26,false,false,true,false,true,(none),"",(none),""
8535,"Society of Jesus, Archives of the English Province",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8534,Society of Antiquaries of LondonSociety of Antiquaries of London,,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8533,Society of Antiquaries of London,122178076,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8532,Sir John Soane's Museum,153039965,,0,0,0,1,0,12,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8531,Sion College,137253603,,0,0,0,2,5,162,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8530,Royal Society,,,0,0,0,1,5,616,false,false,true,false,true,(none),"",(none),""
8529,Royal Meteorological Society,154624634,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8528,Royal College of Surgeons of England,140172577,,0,0,0,1,0,6,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8527,Royal College of Physicians,127658675,,0,0,0,2,1,60,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8526,Royal Astronomical Society,141313121,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8525,Public Record Office,157042679,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8524,New College,97762193,,0,0,0,2,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8523,Middle Temple,149990603,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8522,Medical Society of London,143116851,,0,0,0,1,0,30,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8521,"London, Birkbeck College",137174202,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8520,London Museum,,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8519,London Charterhouse,157524961,,0,0,0,1,0,18,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8518,Lincoln's Inn,95325712,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8517,Iron and Steel Institute,153601054,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8516,Institution of Electrical Engineers,137135158,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8515,Inner Temple,,,0,0,0,2,0,138,false,false,true,false,true,(none),"",(none),""
8514,Guildehall,,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8513,Gray's Inn,236623964,,0,0,0,3,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8512,"Dutch Church, Austin Freres",,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),""
8511,Dulwich College,262467941,,0,0,0,1,0,4,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8510,Corporation of London Records Office,266098277,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8509,Congregational Library,122960310,,0,0,0,2,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8508,British and Foreign Society,124069143,,0,0,0,1,0,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8507,Mckay,73912290,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8506,"Cross, W. Redmond, Mrs.",,,0,0,0,2,2,0,false,false,true,false,true,(none),"",(none),""
8505,Guerin | Ader | Picard,,,0,0,0,1,2,0,false,false,true,false,true,(none),"",(none),""
8504,Cotteti,,,0,0,0,1,12,6,false,false,true,false,true,(none),"",(none),""
8503,Newman,17227308,,0,0,0,1,1,26,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:10"
8502,"Thomson, Samuel Harrison",54888176,,0,0,0,6,21,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8501,"Rescher, Oskar",35057020,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8500,Held,,,0,0,0,1,1,8,false,false,true,false,true,(none),"",(none),""
8499,"Drake, Stillman",108296373,,0,0,0,1,2,4,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8498,Folio Fine Art,132781525,,0,0,0,1,1,8,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8497,Pursin,,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8496,"Vanderbilt, Cornelius",42634257,,0,0,0,1,4,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8495,"Szczesniak, Boleslaw",162006697,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
8494,"Ritch, James E., Jr.",,,0,0,0,1,1,0,false,false,true,false,true,(none),"",(none),""
8493,Coulet & Faure,169013124,,0,0,0,38,1,0,false,false,true,false,true,(none),"",(none),"October 15, 2015 12:09"
