id,date,source_type,entries_count,title,display_value,author,selling_agent,institution,whether_mss,medium,date_accessed,location_institution,location,link,comments,created_by,created_at,updated_by,updated_at
6922,1932-06-14,Auction/Sale Catalog,18,"Kostbare buecher und manuskripte aus den bibliotheken der Russischen Zaren in Zarskoje-Selo, Herzog Albrecht v. Sachsen-Teschen, Dr. Albert Figdor, Wien, dazu ausgewählte inkunabeln einer stifts-bibliothek und wertvolle fruehe urkunden und autographen","1932-06-14 - Gilhofer & Ranschburg - Kostbare buecher und manuskripte aus den bibliotheken der Russischen Zaren in Zarskoje-Selo, Herzog Albrecht v. Sachsen-Teschen, Dr. Albert Figdor, Wien, dazu ausgewählte inkunabeln einer stifts-bibliothek und wertvolle fruehe urkunden und autographen",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",(none),""
6663,1930-05-26,Auction/Sale Catalog,2,"A selected portion of the extensive and valuable library the property of Arthur Kay, esq., H.R.S.A., 11, Regent Terrace, Edinburgh.","1930-05-26 - Sotheby's - A selected portion of the extensive and valuable library the property of Arthur Kay, esq., H.R.S.A., 11, Regent Terrace, Edinburgh.",,Sotheby's,"",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",(none),""
6550,1929-12-16,Auction/Sale Catalog,54,"Fine illuminated & other manuscripts, early classical texts, valuable printed books.","1929-12-16 - Sotheby's - Fine illuminated & other manuscripts, early classical texts, valuable printed books.",,Sotheby's,"",Yes,,,LJS,"",,"Other sellers - 

Sir F.S. Powell
Marquess of Cholmondeley
Earl Ferrers
Col. George Monckton Arundell
Theobald Ponsonby
Hablot Browne
Major H.S. Greg
K.R.C. Sturmer
W.O. Greenway
Major P. à Beckett
Mrs. S. Charrington Martin
Cedric Chivers
Miss J.M. Arnold Foster
Mrs. de Vere
F. Beverley Morgan
Lady Harty
Mrs. Washington Elam
Major H. Howard
Norbert Hoffmann
Rev. John Oliver
Lt. Col. John Murray
W. Bruce Smith
Lady Albinia Donaldson
Albert E. Tebb
Dr. Schuarte",manuscript_database,"April 14, 2010 10:05",lransom,"February 02, 2011 14:20"
6315,1927-05-31,Auction/Sale Catalog,1,"The Anhalt Gospels, a magnificent tenth century manuscript, the property of a collector.","1927-05-31 - Sotheby's - The Anhalt Gospels, a magnificent tenth century manuscript, the property of a collector.",,Sotheby's,"",Yes,,,LJS,"",,"Old status code or info: ""extract"".",manuscript_database,"April 14, 2010 10:05",aldevine,"October 10, 2011 17:38"
6219,1926-06-17,Auction/Sale Catalog,2,"Manoscritti, incunabuli, legature, libri figurati des secoli XVI e XVIII, terza parte.","1926-06-17 - Hoepli - Manoscritti, incunabuli, legature, libri figurati des secoli XVI e XVIII, terza parte.",,Hoepli,"",Yes,,,"Museum of Fine Arts, Boston","",,"Old status code or info: ""really want catalog"".
Old status code or info: ""one ms"".",manuscript_database,"April 14, 2010 10:05",aldevine,"March 09, 2011 12:05"
6059,1925,Auction/Sale Catalog,3,U Tex Ransom,1925 - Stark - U Tex Ransom,,Stark,"",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",(none),""
5320,1915-11-11,Auction/Sale Catalog,1,"A catalogue of rare and valuable books : including ... a set of the Tudor facsimile texts, 151 vols. ..., valuable natural history books ..., the library of the late Rev. H.G. Woods, D.D., Master of the Temple ...","1915-11-11 - Hodgson & Co. - A catalogue of rare and valuable books : including ... a set of the Tudor facsimile texts, 151 vols. ..., valuable natural history books ..., the library of the late Rev. H.G. Woods, D.D., Master of the Temple ...",,Hodgson & Co.,"",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",aldevine,"July 11, 2011 10:54"
4937,1910-06-06,Auction/Sale Catalog,298,"Further portion of the classical, historical, topographical, genealogical and other manuscripts & autograph letters of the late Sir Thomas Phillipps ... including upwards of two hundred volumes on vellum dating from the tenth century ... pt. 14","1910-06-06 - Sotheby, Wilkinson & Hodge - Further portion of the classical, historical, topographical, genealogical and other manuscripts & autograph letters of the late Sir Thomas Phillipps ... including upwards of two hundred volumes on vellum dating from the tenth century ... pt. 14",,"Sotheby, Wilkinson & Hodge","",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",ecawlfield,"September 15, 2015 11:35"
4580,1906-11-26,Auction/Sale Catalog,1,"Catalogue of the valuable private library of the late F. Griswold Tefft from Griswold Lodge, Great Barrington, Mass., together with other consignments","1906-11-26 - C. F. Libbie & Co. - Catalogue of the valuable private library of the late F. Griswold Tefft from Griswold Lodge, Great Barrington, Mass., together with other consignments",,C. F. Libbie & Co.,"",Yes,,,Grolier,"New York, NY,USA",,,manuscript_database,"April 14, 2010 10:05",aldevine,"March 24, 2011 10:23"
4080,1900-05-21,Auction/Sale Catalog,1,Library of Cavaliere Andrea Tessier (removed from Venice),"1900-05-21 - Rosenthal, J. - Library of Cavaliere Andrea Tessier (removed from Venice)",,"Rosenthal, J.","",Yes,,,PACSC (PPRF) - Rosenbach,"",,,manuscript_database,"April 14, 2010 10:05",lransom,"June 15, 2011 15:46"
3991,1899-05-01,Auction/Sale Catalog,166,"Portion of the collection of manuscripts known as the 'Appendix,' made by the late Earl of Ashburnham, from whose printed catalogue the descriptions are taken, together with an important text of the later version of Wycliffe's English Bible ....","1899-05-01 - Sotheby, Wilkinson & Hodge - Portion of the collection of manuscripts known as the 'Appendix,' made by the late Earl of Ashburnham, from whose printed catalogue the descriptions are taken, together with an important text of the later version of Wycliffe's English Bible ....",,"Sotheby, Wilkinson & Hodge","",Yes,,,Grolier,"",,,manuscript_database,"April 14, 2010 10:05",ecawlfield,"September 14, 2015 13:16"
3954,1899,Auction/Sale Catalog,1,"Bibliopoliana; catalogue mensuel des livres anciens rares, et curieux ... etc. qui se brouent chez L. Techener …","1899 - Techener - Bibliopoliana; catalogue mensuel des livres anciens rares, et curieux ... etc. qui se brouent chez L. Techener …",,Techener,"",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",(none),""
3880,1897-05-01,Auction/Sale Catalog,20,"Portion of the collection of manuscripts known as the 'Appendix,' made by the late Earl of Ashburnham, from whose printed catalogue the descriptions are taken, together with an important text of the later version of Wycliffe's English Bible ....","1897-05-01 - Sotheby, Wilkinson & Hodge - Portion of the collection of manuscripts known as the 'Appendix,' made by the late Earl of Ashburnham, from whose printed catalogue the descriptions are taken, together with an important text of the later version of Wycliffe's English Bible ....",,"Sotheby, Wilkinson & Hodge","",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",ecawlfield,"October 03, 2015 12:33"
3301,1886-09,Auction/Sale Catalog,122,"No. 369: Catalogue of Manuscripts, chiefly illuminated, and remarkable as examples of antiquity, calligraphy and ornamentation, including also valuable texts...","1886-09 - Quaritch - No. 369: Catalogue of Manuscripts, chiefly illuminated, and remarkable as examples of antiquity, calligraphy and ornamentation, including also valuable texts...",,Quaritch,"",Yes,internet,,LJS,"",http://books.google.com/books?id=MtADAAAAYAAJ&dq=inauthor%3A%22Quaritch%22%20manuscript&pg=PA3437#v=onepage&q=inauthor:%22Quaritch%22%20manuscript&f=false,"Obtained catalog (""provenance"") from: ""edmonds"".",manuscript_database,"April 14, 2010 10:05",lransom,"February 24, 2011 14:40"
2801,1871,Auction/Sale Catalog,10,Minutoli-Tegrim,1871 - Lucca - Minutoli-Tegrim,,Lucca,"",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",(none),""
2800,1871,Auction/Sale Catalog,2,Catalogo dei codici manoscritti posseduti dal nobile Signore Conte Eugenio Minutoli Tegrimi in Lucca.,"1871 - Minutoli-Tegrimi, Eugenio - Catalogo dei codici manoscritti posseduti dal nobile Signore Conte Eugenio Minutoli Tegrimi in Lucca.",,"Minutoli-Tegrimi, Eugenio","",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",hok,"September 07, 2011 15:47"
2630,1865-06-29,Auction/Sale Catalog,81,"Catalogue de livres anciens et modernes, rares et curieux, provenant de la librairie J.-Joseph Techener père. Septieme partie [Nos. 5060 a 7556.]","1865-06-29 - Sotheby, Wilkinson & Hodge - Catalogue de livres anciens et modernes, rares et curieux, provenant de la librairie J.-Joseph Techener père. Septieme partie [Nos. 5060 a 7556.]",,"Sotheby, Wilkinson & Hodge","",Yes,internet,,,"",http://books.google.com/books?id=cwxbAAAAcAAJ&dq=TECHENER%201865%20sotheby's&pg=PR1#v=onepage&q=TECHENER%201865%20sotheby's&f=false,"Old status code or info: ""grolier club"".
First Part of catalogue (""Premiere Partie""/ cat. pp.1-62) contains 452 items: 96 manuscripts/ ""manuscrits"" (#1-96/ pp.1-17); 210 incunables/ ""livres imprimes du XVe siecle"" (#97-307, pp.17-45); and 144 Aldines/ ""livres imprimes par les Aldes [Collection Aldine]"" (#308-452, pp.45-62).
'author' field with value 'Techener, Joseph-Leon' in the legacy database could not be migrated into an appropriate field for this source type",manuscript_database,"April 14, 2010 10:05",lransom,"September 16, 2015 13:22"
2604,1864-11-21,Auction/Sale Catalog,72,"Schilderijen en teekeningen, van moderne nederlandsche en buitenlandsche meesters.","1864-11-21 - Van Stockum's - Schilderijen en teekeningen, van moderne nederlandsche en buitenlandsche meesters.",,Van Stockum's,"",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",(none),""
1450,1833,Collection Catalog,43,Printed books and manuscripts in the Library of the Printed books and manuscripts in the Library of the Inner Temple,"1833 - London, Inner Temple - Printed books and manuscripts in the Library of the Printed books and manuscripts in the Library of the Inner Temple",,"","London, Inner Temple",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",hok,"September 06, 2011 13:47"
582,1782-03-04,Auction/Sale Catalog,4,Le Tellier,1782-03-04 - Nyon L'aine - Le Tellier,,Nyon L'aine,"",Yes,,,Chantilly,"",,Tillier (Courtanvaux,manuscript_database,"April 14, 2010 10:05",posch,"October 07, 2011 11:05"
389,1742-03-29,Auction/Sale Catalog,1,"Clavell, Walter, F.R.S., of the Intter Temple. Bibliotheca Selectissima. John Heath, Exeter Exchange in the Strand.","1742-03-29 - Heath-London - Clavell, Walter, F.R.S., of the Intter Temple. Bibliotheca Selectissima. John Heath, Exeter Exchange in the Strand.",,Heath-London,"",Yes,,,,"",,,manuscript_database,"April 14, 2010 10:05",(none),""
5,1469-10-31,Collection Catalog,20,TEST: The Hebrew Manuscripts in the Valmadonna Trust Library,1469-10-31 - Pseido-Cicero - TEST: The Hebrew Manuscripts in the Valmadonna Trust Library,TEST: Author,"",Pseido-Cicero,No,library,1999,TEST: Library,"TEST: Location (city, country)",1111,TEST: Comments,manuscript_database,"April 14, 2010 10:05",hellerb,"May 13, 2016 12:23"
