id,date,source_type,entries_count,title,display_value,author,selling_agent,institution,whether_mss,medium,date_accessed,location_institution,location,link,comments,created_by,created_at,updated_by,updated_at
34633,1999,Auction/Sale Catalog,1,Contributor Test Source,1999 - Selling Agent Test - Contributor Test Source,,Selling Agent Test,"",Yes,internet,1999,,,,,contribute,"May 18, 2016 10:24",contribute,"May 20, 2016 10:24"
34608,1985-01-22,Auction/Sale Catalog,0,Test Source,1985-01-22 - Test Source,,"","",,,,,,,,hellerb,"March 11, 2016 11:18",hellerb,"March 11, 2016 11:18"
34605,1977,Auction/Sale Catalog,0,Source Test,1977 - Source Test,,"","",,,,,,,,hellerb,"February 16, 2016 11:48",hellerb,"April 04, 2016 09:24"
34597,1977,Auction/Sale Catalog,0,Source Test,1977 - Source Test,,"","",,,,,,,,hellerb,"February 09, 2016 10:41",hellerb,"April 04, 2016 09:53"
34588,2008,Auction/Sale Catalog,1,"Tefaf-Fair 2008, Maastricht Highlights of Dr. Jorn Gunther Antiquariat Stand 246","2008 - Dr. Jorn Gunther - Tefaf-Fair 2008, Maastricht Highlights of Dr. Jorn Gunther Antiquariat Stand 246",,Dr. Jorn Gunther,"",Yes,private_collection,20151202,LJS,Schoenberg Institute for Manuscript Studies,,,mbudisin92,"December 02, 2015 16:51",mbudisin92,"December 02, 2015 16:55"
34379,2012,Auction/Sale Catalog,34,TextManuscripts 2: Before The King James Bible,2012 - Les Enluminures - TextManuscripts 2: Before The King James Bible,,Les Enluminures,"",Yes,,,"University of Pennsylvania, The Lawrence J. Schoenberg Catalogue Collection (Penn Print Coll. 28)","Philadelphia, PA,USA",,'author' field with value 'Sandra Hindman and Laura Light' in the legacy database could not be migrated into an appropriate field for this source type,aldevine,"February 24, 2015 10:46",aldevine,"March 04, 2015 12:03"
34377,2015-01-24,Auction/Sale Catalog,36,TextManuscripts 5: Women and the Book in the Middle Ages and Renaissance,2015-01-24 - Les Enluminures - TextManuscripts 5: Women and the Book in the Middle Ages and Renaissance,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"February 12, 2015 15:27",(none),""
34254,1860,Collection Catalog,1,"Catalogue Descriptif et Raisonne des Manuscrits de la Bibliotheque de Valenciennes [Paris, Techener (Jules Mangeart)]","1860 - Bibliotheque de Valenciennes - Catalogue Descriptif et Raisonne des Manuscrits de la Bibliotheque de Valenciennes [Paris, Techener (Jules Mangeart)]",,"",Bibliotheque de Valenciennes,Yes,,,,"",,,manuscript_database,"July 30, 2014 16:54",(none),""
34050,2014-01,Auction/Sale Catalog,6,Textmanuscripts,2014-01 - Les Enluminures - Textmanuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"January 28, 2014 20:22",(none),""
34044,2014-01,Auction/Sale Catalog,26,TextManuscripts 4: Sacred Song: Chanting the Bible in the Middle Ages and Renaissance,2014-01 - Les Enluminures - TextManuscripts 4: Sacred Song: Chanting the Bible in the Middle Ages and Renaissance,,Les Enluminures,"",Yes,,,"University of Pennsylvania, The Lawrence J. Schoenberg Catalogue Collection (Penn Print Coll. 28)","Philadelphia, PA,USA",,,manuscript_database,"January 23, 2014 13:06",aldevine,"February 17, 2015 12:54"
33976,1957,Auction/Sale Catalog,4,Temple,"1957 - Kraus, H. P. - Temple",,"Kraus, H. P.","",Yes,,,,"",,,manuscript_database,"January 17, 2014 15:10",(none),""
33970,1955,Auction/Sale Catalog,3,Temple,"1955 - Kraus, H. P. - Temple",,"Kraus, H. P.","",Yes,,,,"",,,manuscript_database,"January 17, 2014 15:10",(none),""
33869,1866-02-26,Auction/Sale Catalog,0,A catalogue of... books... including early Bibles and Testaments from the Offor collection...,"1866-02-26 - Sotheby, Wilkinson & Hodge - A catalogue of... books... including early Bibles and Testaments from the Offor collection...",,"Sotheby, Wilkinson & Hodge","",Maybe,internet,,,"",http://www.ulrls.lon.ac.uk/dericci/web_pdf/dericci_dated_sales_1860_1869.pdf,"From the Seymour de Ricci Archive of Dated Sales 1860-1869, p.60 (see link)",wester,"January 07, 2014 14:12",ecawlfield,"September 14, 2015 10:12"
33806,1861-01-23,Auction/Sale Catalog,0,"Catalogue of a portion of the library of the late J. N. Furze, Esq.,... to which is added the remaining portion of the library of Don Justo de Sancha... also some valuable books returned from the library of Archbishop Tenison","1861-01-23 - S. Leigh Sotheby & John Wilkinson - Catalogue of a portion of the library of the late J. N. Furze, Esq.,... to which is added the remaining portion of the library of Don Justo de Sancha... also some valuable books returned from the library of Archbishop Tenison",,S. Leigh Sotheby & John Wilkinson,"",Yes,internet,,,"",http://www.ulrls.lon.ac.uk/dericci/web_pdf/dericci_dated_sales_1860_1869.pdf,"From the Seymour de Ricci Archive of Dated Sales 1860-1869, p.9 (see link)",wester,"November 20, 2013 19:42",ecawlfield,"September 11, 2015 12:52"
33644,2013-09,Auction/Sale Catalog,32,TextManuscripts,2013-09 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"September 14, 2013 12:07",(none),""
33591,1846-01-16,Auction/Sale Catalog,0,"A catalogue of valuable books, illuminated missals, books of prints, &c., including the library of a gentleman, removed from the Temple...","1846-01-16 - Hodgson - A catalogue of valuable books, illuminated missals, books of prints, &c., including the library of a gentleman, removed from the Temple...",,Hodgson,"",Yes,internet,,,"",http://www.ulrls.lon.ac.uk/dericci/web_pdf/dericci_dated_sales_1830_1849.pdf,"From the Seymour de Ricci Archive of Dated Sales 1830-1849, p.120 (see link)",wester,"August 21, 2013 18:42",(none),""
33536,1833-05-13,Auction/Sale Catalog,0,"Catalogue of a most interesting collection of Egyptian antiquities, principally found at Tehbes and Abydos during the years 1818, 19, 20 and 21...","1833-05-13 - Sotheby & Son - Catalogue of a most interesting collection of Egyptian antiquities, principally found at Tehbes and Abydos during the years 1818, 19, 20 and 21...",,Sotheby & Son,"",Yes,internet,,,"",http://www.ulrls.lon.ac.uk/dericci/web_pdf/dericci_dated_sales_1830_1849.pdf,"From the Seymour de Ricci Archive of Date Sales 1830-1849, p.17 (see link)",wester,"August 14, 2013 13:11",ecawlfield,"September 11, 2015 09:26"
33398,2013-03,Auction/Sale Catalog,34,TextManuscripts 3: Paths to Reform: 'Things New and Old',2013-03 - Les Enluminures - TextManuscripts 3: Paths to Reform: 'Things New and Old',,Les Enluminures,"",Yes,,,"University of Pennsylvania, The Lawrence J. Schoenberg Catalogue Collection (Penn Print Coll. 28)","Philadelphia, PA,USA",,,manuscript_database,"April 10, 2013 17:07",aldevine,"February 18, 2015 09:23"
33355,2013-03-15,Auction/Sale Catalog,2,"Highlights, TEFAF Maastricht","2013-03-15 - Dr. Jorn Gunther Rare Books AG - Highlights, TEFAF Maastricht",,Dr. Jorn Gunther Rare Books AG,"",Yes,,,"University of Pennsylvania, The Lawrence J. Schoenberg Catalogue Collection (Penn Print Coll. 28)","Philadelphia, PA,USA",,,manuscript_database,"February 23, 2013 17:58",aldevine,"January 27, 2015 10:27"
33339,2013-01,Auction/Sale Catalog,13,TextManuscripts,2013-01 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"January 25, 2013 20:39",(none),""
33286,2012-09,Auction/Sale Catalog,40,TextManuscripts,2012-09 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"September 21, 2012 20:47",(none),""
33080,2003-03,Auction/Sale Catalog,2,TextManuscripts,2003-03 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"March 18, 2012 10:45",lschoenb,"March 25, 2012 16:56"
33079,2004-03,Auction/Sale Catalog,1,TextManuscripts,2004-03 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"March 18, 2012 10:45",lschoenb,"March 25, 2012 16:56"
33078,2003-10,Auction/Sale Catalog,31,TextManuscripts,2003-10 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"March 18, 2012 10:39",(none),""
33077,2009-09,Auction/Sale Catalog,20,TextManuscripts,2009-09 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"March 18, 2012 10:37",(none),""
33060,2008,Auction/Sale Catalog,8,TextManuscripts February - April 2008 IN PURSUIT OF MANUSCRIPTS: A GENTLE MADNESS?,2008 - Les Enluminures - TextManuscripts February - April 2008 IN PURSUIT OF MANUSCRIPTS: A GENTLE MADNESS?,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"March 10, 2012 10:21",lschoenb,"March 25, 2012 17:02"
32941,2012-01,Auction/Sale Catalog,65,TextManuscripts,2012-01 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"January 17, 2012 21:46",(none),""
32796,2011,Auction/Sale Catalog,21,Catalogue 10: Pagina Sacra: Bibles and Biblical Texts 1050-1511,2011 - Dr. Jorn Gunther Rare Books AG - Catalogue 10: Pagina Sacra: Bibles and Biblical Texts 1050-1511,,Dr. Jorn Gunther Rare Books AG,"",Yes,,,,"",,,manuscript_database,"October 27, 2011 11:27",aldevine,"February 10, 2015 11:04"
32707,2011-09,Auction/Sale Catalog,31,TextManuscripts,2011-09 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"September 19, 2011 09:12",(none),""
32475,1787,Collection Catalog,59,Bibliotheca Maphaei Pinelli Veneti Magno Jam Studio Collecta...Tomus Tertius,"1787 - Pinelli, Maffeo - Bibliotheca Maphaei Pinelli Veneti Magno Jam Studio Collecta...Tomus Tertius",,"","Pinelli, Maffeo",Yes,,,LJS,"",,,manuscript_database,"May 28, 2011 10:20",mthackrah,"May 28, 2011 10:22"
32213,1734-02-19,Auction/Sale Catalog,0,"Bibliotheca Wincupiana & Martyniana: or, A catalogue of the libraries of the Revd Dr. Wincup, and of Robert Martyn, of the Inner-Temple, Esq","1734-02-19 - Osborne, Thomas - Bibliotheca Wincupiana & Martyniana: or, A catalogue of the libraries of the Revd Dr. Wincup, and of Robert Martyn, of the Inner-Temple, Esq",,"Osborne, Thomas","",Maybe,,,"Bodleian Library, Oxford","",,,aldevine,"February 23, 2011 15:44",aldevine,"February 23, 2011 15:45"
32200,1753-11-26,Auction/Sale Catalog,0,"A catalogue of the libraries of the late Dr. Cromwell Mortimer, ... Edmund Pargiter, Esq; and many others, too tedious to mention; ... to be sold ... at T. Osborne's, in Grays-Inn, on the 26th day of November 1753","1753-11-26 - Osborne, Thomas - A catalogue of the libraries of the late Dr. Cromwell Mortimer, ... Edmund Pargiter, Esq; and many others, too tedious to mention; ... to be sold ... at T. Osborne's, in Grays-Inn, on the 26th day of November 1753",,"Osborne, Thomas","",Maybe,,,Fordham University,"",,,aldevine,"February 23, 2011 14:50",(none),""
32199,1762,Auction/Sale Catalog,0,"The first volume of a catalogue of the libraries of the Rev. Mr. Dongworth of Durham, Dr. Green, of Spalding, Henry Anderson, Esq; of the Temple, And many other Gentlemen, lately deceascd","1762 - Osborne, Thomas - The first volume of a catalogue of the libraries of the Rev. Mr. Dongworth of Durham, Dr. Green, of Spalding, Henry Anderson, Esq; of the Temple, And many other Gentlemen, lately deceascd",,"Osborne, Thomas","",Maybe,,,Fordham University,"",,,aldevine,"February 23, 2011 14:49",aldevine,"February 23, 2011 16:23"
32066,1693,Collection Catalog,27,"Bibliotheca Telleriana: sive catalogus librorum bibliothecae illustrissimi ac reverendissimi d.d. Caroli Marutii le Tellier, Archiepiscopi ducis Remensis ... (P. Dubois)","1693 - Le Tellier, Charles-Maurice - Bibliotheca Telleriana: sive catalogus librorum bibliothecae illustrissimi ac reverendissimi d.d. Caroli Marutii le Tellier, Archiepiscopi ducis Remensis ... (P. Dubois)",,"","Le Tellier, Charles-Maurice",Yes,,,Grolier Club,"New York,USA",\*08.34\L646\1693\Folio,unclear if data entry is complete.,manuscript_database,"January 31, 2011 14:38",lransom,"August 22, 2011 17:04"
32061,2011-01,Auction/Sale Catalog,20,TextManuscripts,2011-01 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"January 28, 2011 15:22",(none),""
31842,2010-12,Auction/Sale Catalog,10,Binding and Archeology of the Medieval and Renaissance Book [TextManuscripts 1],2010-12 - Les Enluminures - Binding and Archeology of the Medieval and Renaissance Book [TextManuscripts 1],,Les Enluminures,"",Yes,,,"University of Pennsylvania, The Lawrence J. Schoenberg Catalogue Collection (Penn Print Coll. 28) Lawrence J. Schoenberg Coll.","Philadelphia, PA,USA",,,manuscript_database,"December 24, 2010 12:50",aldevine,"May 07, 2015 11:03"
31586,1917,Auction/Sale Catalog,2,[Temporary ID #1 1917],"1917 - Voynich, Wilfrid Manuel - [Temporary ID #1 1917]",,"Voynich, Wilfrid Manuel","",Yes,,,,"",,,manuscript_database,"October 28, 2010 12:25",aldevine,"June 21, 2011 11:59"
31396,2010-09,Auction/Sale Catalog,47,TextManuscripts,2010-09 - Les Enluminures - TextManuscripts,,Les Enluminures,"",Yes,,,,"",,,manuscript_database,"September 19, 2010 15:47",(none),""
30817,1926,Auction/Sale Catalog,10,[Temporary ID #1 1926],"1926 - Voynich, Wilfrid Manuel - [Temporary ID #1 1926]",,"Voynich, Wilfrid Manuel","",Yes,,,,"",,,manuscript_database,"June 18, 2010 12:39",aldevine,"June 21, 2011 11:59"
30550,1979,Auction/Sale Catalog,16,Catalogue Ten,"1979 - Witten, Laurence - Catalogue Ten",,"Witten, Laurence","",Yes,,,,"",,,manuscript_database,"May 24, 2010 12:56",(none),""
30520,1967,Auction/Sale Catalog,2,"No. 44: Early texts and illustrated books, arts and sciences of six centuries.","1967 - Schab, W. H. - No. 44: Early texts and illustrated books, arts and sciences of six centuries.",,"Schab, W. H.","",Yes,,,,"",,,manuscript_database,"May 24, 2010 12:56",posch,"March 08, 2011 12:45"
30205,1948,Auction/Sale Catalog,1,Temple U,"1948 - Ranschburg, Otto H. - Temple U",,"Ranschburg, Otto H.","",Yes,,,,"",,,manuscript_database,"May 20, 2010 11:43",(none),""
29076,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 9","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 9",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29075,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 8","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 8",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29074,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 7","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 7",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29073,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 6","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 6",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29072,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 5","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 5",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29071,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 4","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 4",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29070,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 33","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 33",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29069,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 32","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 32",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29068,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 31","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 31",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29067,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 30","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 30",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29066,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 3","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 3",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29065,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 29","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 29",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29064,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 28","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 28",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29063,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 27","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 27",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29062,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 26","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 26",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29061,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 25","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 25",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29060,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 24","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 24",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29059,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 23","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 23",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29058,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 22","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 22",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29057,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 21","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 21",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29056,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 20","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 20",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29055,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 2","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 2",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29054,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 19","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 19",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29053,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 18","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 18",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29052,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 17","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 17",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
29051,1934-06-25,Auction/Sale Catalog,1,"No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 16","1934-06-25 - Gilhofer & Ranschburg - No. 13: Bibliothek Alexander Fuerst Dietrichstein, Schloss Nikolsburg, C.S.R. II. Teil : und andere Beitraege aus beruehmten alten Sammlungen, pt. 16",,Gilhofer & Ranschburg,"",Yes,,,,"",,,manuscript_database,"May 07, 2010 16:04",(none),""
